filename,Prompt,Class,Colorfulness,Colors,Contrast,File Size
green_54.png,green,15,41.29,42756,49.65366680637015,33173
die_16.png,die,7,18.4,4240,46.23008799534438,17208
one_15.png,one,29,20.64,31248,68.2693075010684,29566
hear_78.png,hear,18,36.09,26415,74.16445306498022,32325
night_3.png,night,27,6.23,4131,44.60569170453475,12451
knee_20.png,knee,20,36.85,33077,37.33512480933858,13890
drink_47.png,drink,9,65.28,20373,49.89868837500195,20082
star_35.png,star,37,52.53,23679,27.59192178590513,23625
person_98.png,person,32,1.12,1066,46.072672356217126,14905
star_5.png,star,37,54.62,26948,36.06000353340951,17292
white_84.png,white,45,8.23,7378,57.95493229188448,12646
one_16.png,one,29,33.59,20001,31.53886724967257,28806
two_62.png,two,42,0.97,1110,78.55167838772695,23636
orange_54.png,orange,30,69.88,36205,52.42596052706199,20138
dog_36.png,dog,8,30.26,42006,56.94215456761773,20914
water_73.png,water,43,40.1,30364,38.5260459598134,14823
fire_97.png,fire,12,65.95,39266,50.64531231709212,18367
grey_60.png,grey,16,1.94,1176,28.705820888531377,14243
star_37.png,star,37,54.75,38533,52.77918501571745,19716
new_89.png,new,26,42.35,73567,48.42426599867055,29344
die_71.png,die,7,18.3,9625,31.32441095798437,14526
one_78.png,one,29,3.52,2824,48.90017500117516,24666
we_28.png,we,44,35.1,8160,32.474488510213675,19893
blood_5.png,blood,2,64.49,28325,46.86396792343654,21323
leaf_72.png,leaf,21,45.66,16920,30.28222708429916,16158
stone_96.png,stone,38,15.88,24807,52.65252056385605,20508
pink_34.png,pink,33,68.56,41779,60.94730495735083,12949
louse_89.png,louse,23,39.59,35326,44.31824012895012,22873
stone_29.png,stone,38,9.69,17067,67.96600265027118,26597
come_11.png,come,6,66.83,43755,50.20679126920487,22628
full_38.png,full,14,60.5,45348,46.688526286343816,23789
hand_76.png,hand,17,0.38,449,43.557004127667625,11987
come_60.png,come,6,58.15,42509,63.8995125771234,22672
orange_80.png,orange,30,98.97,29558,54.50399745167525,17511
brown_43.png,brown,5,23.15,12529,78.59804395404099,11689
nose_8.png,nose,28,0.68,973,55.25107219447319,20425
liver_42.png,liver,22,71.99,35691,46.614769988442845,22549
liver_43.png,liver,22,54.65,26947,43.378727130992,25486
hand_94.png,hand,17,24.29,14302,35.0218371897035,15636
white_38.png,white,45,5.25,5208,51.82814256776613,21002
sun_90.png,sun,39,68.58,32815,52.9437952248583,22268
tooth_49.png,tooth,40,17.81,11106,65.26804648318623,14799
tooth_2.png,tooth,40,1.17,871,64.06595135415988,24867
brown_30.png,brown,5,31.22,30630,64.54396264856331,14020
person_74.png,person,32,1.62,1241,25.903315286112093,12481
red_56.png,red,35,77.08,61648,51.55614513555484,35003
star_7.png,star,37,67.2,76660,43.839438129699815,25556
grey_98.png,grey,16,0.66,683,42.866198487017655,8796
fire_53.png,fire,12,74.26,33844,46.512510083423976,19118
die_33.png,die,7,26.64,31458,82.65589847380808,27481
ear_80.png,ear,10,0.95,885,48.109192621968354,13831
dog_95.png,dog,8,18.44,22225,66.73454340301404,15304
dog_91.png,dog,8,40.25,47539,52.63218653322342,25747
eye_24.png,eye,11,3.04,2882,90.87371361525648,15467
knee_17.png,knee,20,34.57,16475,68.09437374050067,15184
see_1.png,see,36,31.49,51058,34.3065805364449,20288
person_30.png,person,32,17.86,4050,56.588594917349525,12008
nose_25.png,nose,28,42.71,37170,62.59807217020878,18852
fish_24.png,fish,13,39.28,45147,54.18290317078525,27442
tree_1.png,tree,41,40.89,48083,64.36714889760859,30230
one_30.png,one,29,72.14,66268,61.68368610191739,23234
pink_33.png,pink,33,45.28,27677,42.115084811518045,10056
louse_13.png,louse,23,14.18,12667,52.23513528804151,12790
brown_73.png,brown,5,12.12,979,10.22516959402956,15932
hand_12.png,hand,17,26.87,11710,44.69025957563659,16447
purple_52.png,purple,34,53.11,23501,39.94350809407094,16576
drink_93.png,drink,9,86.39,37362,65.52049932382958,17437
two_2.png,two,42,34.64,39972,69.75795039369268,20364
brown_69.png,brown,5,48.48,10483,35.66999408669788,7306
green_13.png,green,15,87.3,54637,69.11397551426587,25171
drink_72.png,drink,9,65.51,51324,51.51352858652824,15539
ear_58.png,ear,10,1.39,721,47.22311294401644,10114
see_34.png,see,36,6.69,7598,25.86414398351509,14426
stone_74.png,stone,38,8.12,8020,35.463181561824285,18876
horn_55.png,horn,19,34.97,27997,47.52274000766941,15476
stone_10.png,stone,38,9.83,14004,66.53495700890836,27214
see_23.png,see,36,24.41,6216,84.99395233259573,19018
star_99.png,star,37,91.24,61027,57.19029084781161,27152
blue_9.png,blue,3,37.09,26827,42.42707336614991,30595
I_71.png,I,0,60.71,54494,60.27770127100521,27544
hear_30.png,hear,18,20.04,19586,59.639287538324005,24025
fish_11.png,fish,13,124.85,38890,46.86696005593327,16095
fish_81.png,fish,13,125.47,46947,64.11345699615661,15292
you_68.png,you,47,27.02,15977,26.07462341560383,19294
hear_63.png,hear,18,33.65,19071,42.54970153457434,17341
purple_46.png,purple,34,44.54,45523,59.78264739190371,23205
we_23.png,we,44,67.27,53979,85.02035534695992,30706
red_80.png,red,35,75.16,59018,50.35673076300504,22698
you_22.png,you,47,38.48,57363,74.19111383672127,24668
knee_64.png,knee,20,84.38,26029,57.89195846260984,13817
brown_23.png,brown,5,26.09,15416,26.778828715289983,24285
horn_49.png,horn,19,41.69,13629,48.10548653516626,14174
liver_59.png,liver,22,46.8,18881,34.21592994208046,15373
horn_99.png,horn,19,35.75,12244,36.17662912371828,9280
name_52.png,name,25,2.32,2307,40.872159139260816,19257
come_59.png,come,6,38.56,28285,68.87540004771812,19801
green_23.png,green,15,78.8,40953,60.83203380302373,19938
mountain_40.png,mountain,24,31.42,17323,60.18032950463892,14730
green_34.png,green,15,40.39,29162,59.21514050980167,42370
water_49.png,water,43,40.21,56148,42.49239030726197,22605
two_96.png,two,42,53.58,45873,66.7541005128598,20594
one_25.png,one,29,14.04,24961,32.80914527968093,18867
mountain_84.png,mountain,24,44.82,13177,75.39574454292561,19039
die_55.png,die,7,49.65,16151,40.77562437001206,21163
ear_48.png,ear,10,46.85,31672,58.48392204824384,14172
tree_55.png,tree,41,51.23,49886,44.06162627592052,31362
tooth_44.png,tooth,40,59.48,21526,55.05234792365051,11323
horn_24.png,horn,19,7.88,5938,21.047700924434583,4673
hand_95.png,hand,17,36.25,25285,30.838687627350225,9579
you_51.png,you,47,56.74,65123,63.951057445239485,32774
red_73.png,red,35,70.25,37096,58.66482701618061,17260
ear_46.png,ear,10,28.27,23307,39.55522458503077,11322
white_54.png,white,45,12.87,12097,59.74884785833857,18054
blue_63.png,blue,3,73.96,54510,48.02865248032087,26544
hand_90.png,hand,17,56.36,30820,64.97257581043304,18430
black_39.png,black,1,27.47,40666,68.11064136208411,25031
nose_51.png,nose,28,24.45,22733,52.555660227707605,14098
night_67.png,night,27,23.94,31223,64.52930827753606,20394
person_6.png,person,32,40.55,11555,39.04007684224975,11122
name_22.png,name,25,26.93,13192,61.1626500440969,16177
louse_71.png,louse,23,80.26,49021,71.57131070439856,30986
hand_16.png,hand,17,24.28,16450,39.55090242508872,26647
liver_29.png,liver,22,77.4,39903,65.81339523884702,18376
knee_30.png,knee,20,44.88,20152,38.69702920131317,9665
ear_73.png,ear,10,1.07,1106,58.692088697438805,13689
we_3.png,we,44,40.55,50286,69.4006557102113,22656
louse_19.png,louse,23,14.98,21276,52.351211188361205,20047
dog_12.png,dog,8,18.68,24032,53.76958294603573,12041
fire_81.png,fire,12,46.68,32753,59.73821976735944,16676
stone_4.png,stone,38,21.2,10124,20.36626160401887,12132
louse_61.png,louse,23,20.65,21590,36.50868633314171,16549
louse_99.png,louse,23,9.54,14130,49.542136537009874,16860
white_17.png,white,45,12.09,16341,78.38101307262012,25645
night_65.png,night,27,52.92,51236,49.77726819916626,22213
blood_7.png,blood,2,74.22,30495,74.52663550277069,21965
bone_85.png,bone,4,14.73,18118,55.82132603886846,16385
see_47.png,see,36,53.71,57022,58.66629770923964,35760
pink_32.png,pink,33,67.29,37214,58.259902527514,13788
yellow_31.png,yellow,46,66.14,22486,55.24277671230695,19239
mountain_27.png,mountain,24,26.11,14231,67.276866381477,27043
star_82.png,star,37,41.44,18604,30.367736834415584,10559
stone_3.png,stone,38,4.81,4715,34.43862117899031,22595
fish_60.png,fish,13,84.93,68349,44.221489828977056,25957
white_91.png,white,45,15.65,11923,40.45311498006056,9404
two_79.png,two,42,1.8,1171,62.3423645761219,15096
fire_13.png,fire,12,2.0,3133,58.863079812135865,35067
eye_99.png,eye,11,1.51,1491,71.77265920743544,25508
full_68.png,full,14,56.26,75521,62.10489607353885,41249
mountain_3.png,mountain,24,19.15,22601,50.79853973110684,27664
tree_74.png,tree,41,35.99,39677,39.66634869324779,24984
sun_82.png,sun,39,43.97,40073,60.09004900941956,17464
blue_3.png,blue,3,44.58,15760,30.574279441968137,15696
louse_29.png,louse,23,47.7,27679,41.80087277858835,16204
eye_27.png,eye,11,8.56,7168,51.06918130118529,9848
horn_18.png,horn,19,34.94,29577,38.42849428061725,15554
blood_92.png,blood,2,44.89,21947,54.1169062588361,19511
hear_12.png,hear,18,9.63,9127,41.30792347004729,18731
blue_93.png,blue,3,71.92,19583,31.29785296102988,16997
nose_84.png,nose,28,29.22,25212,58.93754838465841,14914
name_89.png,name,25,28.69,22062,81.45266420631474,22896
hear_72.png,hear,18,46.55,36053,59.8952885142433,17030
come_27.png,come,6,47.11,54741,62.69070446295629,28704
brown_44.png,brown,5,19.96,1898,12.004343064686688,18722
blue_42.png,blue,3,76.9,58667,61.046698429235306,22476
I_14.png,I,0,22.07,32394,38.56377590374735,20065
nose_45.png,nose,28,36.12,19074,55.52763330579838,11731
bone_32.png,bone,4,21.35,24294,75.68197067057795,19609
one_9.png,one,29,12.76,12606,54.14776340593909,22661
blood_67.png,blood,2,74.31,19348,47.602745628459054,14190
horn_28.png,horn,19,36.14,15179,45.37328114056352,9800
grey_71.png,grey,16,8.25,5543,37.459510482453744,11511
nose_90.png,nose,28,1.22,803,54.76375985218377,8734
sun_25.png,sun,39,124.02,50304,82.11370970961812,31133
hand_36.png,hand,17,41.08,30406,38.76880405664098,9338
person_41.png,person,32,57.26,51626,57.19420187844629,24436
yellow_54.png,yellow,46,71.55,24199,42.75328375082311,15391
brown_55.png,brown,5,37.84,17038,50.57027337228882,12980
blood_46.png,blood,2,36.5,11085,61.82243339232147,13416
come_86.png,come,6,59.05,54332,74.31761929627156,26588
bone_10.png,bone,4,27.43,33504,75.76493855288764,29193
knee_84.png,knee,20,52.27,26933,40.49101195884994,14443
black_63.png,black,1,1.32,2053,70.13103212700855,36511
yellow_14.png,yellow,46,60.11,16003,60.62453546213777,21863
I_97.png,I,0,19.57,7768,27.854887981131032,10427
full_11.png,full,14,29.11,17391,32.92654726102058,16371
louse_44.png,louse,23,35.4,33924,58.113296267042976,22380
I_78.png,I,0,40.71,38002,45.6378202564496,24058
orange_37.png,orange,30,97.88,60512,45.93033897988249,31321
horn_20.png,horn,19,15.72,13146,44.26101171549861,22613
hear_25.png,hear,18,76.15,40879,52.27678737000195,22339
green_8.png,green,15,68.19,25971,65.54622141261166,13176
red_65.png,red,35,110.01,28462,47.920111729850525,12822
blood_36.png,blood,2,56.55,11869,53.32675916128603,15852
name_99.png,name,25,20.55,10041,50.02492760115811,15538
yellow_98.png,yellow,46,57.92,42692,71.42014218048966,22420
come_9.png,come,6,39.15,54480,54.803721972682986,23155
new_59.png,new,26,30.29,41774,74.4252745318931,21706
leaf_4.png,leaf,21,69.68,25054,33.685464943402664,22811
horn_4.png,horn,19,57.71,12702,26.36744386875088,14054
new_68.png,new,26,33.41,43165,50.85586553037861,20008
purple_65.png,purple,34,35.13,38484,64.86849752260338,19973
mountain_0.png,mountain,24,20.22,18452,40.83598499141579,15232
two_12.png,two,42,9.0,10049,51.5516810890696,30018
night_90.png,night,27,15.33,11138,55.99293292940228,19956
white_67.png,white,45,21.74,17466,54.61513472423348,15934
see_74.png,see,36,10.66,21332,43.68670196681885,26391
one_98.png,one,29,89.47,53018,68.41383388012008,24923
dog_25.png,dog,8,41.46,40377,57.65699632557855,15032
ear_11.png,ear,10,39.85,12359,52.88071418858033,15385
star_96.png,star,37,1.48,832,88.92032417033191,13068
eye_92.png,eye,11,41.92,19022,35.37037834895217,6835
you_53.png,you,47,47.39,23036,40.201666070712925,18085
one_5.png,one,29,2.7,2841,79.27744992340523,23332
hear_98.png,hear,18,54.95,59835,37.24772778536752,27116
grey_59.png,grey,16,13.47,12088,50.86232981654776,16471
ear_16.png,ear,10,21.08,9120,24.358223887973992,8752
black_99.png,black,1,24.58,12530,37.43512751437849,9813
blood_59.png,blood,2,62.87,28953,74.0363868853479,32148
bone_7.png,bone,4,10.55,19508,65.91080168717266,25984
nose_71.png,nose,28,37.99,29846,64.27873861614616,19905
tooth_26.png,tooth,40,15.3,8051,25.14907812536188,9593
sun_4.png,sun,39,15.98,20691,83.2616824689544,33468
fish_47.png,fish,13,106.55,67351,52.02131130190661,30209
tree_58.png,tree,41,42.63,62337,52.69218090371663,34097
stone_56.png,stone,38,16.23,18707,59.01939360085665,23892
green_61.png,green,15,50.16,61970,33.93765949528308,32390
hand_56.png,hand,17,0.87,815,58.152880099689725,16632
blue_5.png,blue,3,72.3,36894,25.579668168001355,34337
star_87.png,star,37,13.58,11129,49.43584960991691,14964
two_60.png,two,42,28.93,14127,50.350807013719646,12940
black_70.png,black,1,39.94,14163,60.26756678603456,9618
path_20.png,path,31,20.0,23926,41.174815803190505,22263
purple_74.png,purple,34,60.04,57171,34.18224962101793,23165
I_67.png,I,0,30.13,45786,62.54791607970308,29165
green_63.png,green,15,40.75,31478,50.865554190008254,16642
night_15.png,night,27,34.98,39556,44.4937368220517,22559
tooth_85.png,tooth,40,22.97,10160,38.88990837250999,11636
fish_91.png,fish,13,109.37,62219,31.462728632343207,22632
grey_49.png,grey,16,4.92,4133,25.660873286709148,6328
blue_51.png,blue,3,79.29,65242,53.949480603163465,46784
die_58.png,die,7,16.12,12352,56.223451361070126,19263
path_93.png,path,31,52.14,42016,52.65831353495434,26282
liver_7.png,liver,22,36.32,19316,27.20100438363251,20720
nose_12.png,nose,28,38.33,11640,44.22459368904352,16231
dog_2.png,dog,8,19.88,23510,64.68291372689822,12415
eye_82.png,eye,11,1.18,463,66.59084090889363,7317
path_15.png,path,31,21.13,30883,56.23004254297752,23338
grey_70.png,grey,16,4.63,8795,62.73739549951227,17198
louse_40.png,louse,23,30.44,29586,77.53148163222727,29462
horn_68.png,horn,19,9.06,4719,30.09273468283263,7125
red_91.png,red,35,125.41,41368,62.873869847638446,17729
hear_51.png,hear,18,26.3,30469,50.62771543475075,28426
nose_56.png,nose,28,1.03,944,75.38930317403485,13313
bone_33.png,bone,4,22.02,14794,50.04620877477529,16825
white_6.png,white,45,36.97,11042,72.88572245184433,14924
mountain_57.png,mountain,24,2.19,2303,63.5658635364052,18898
name_71.png,name,25,23.47,13626,63.1481688258791,19474
eye_55.png,eye,11,35.13,22316,53.79941217665469,13289
path_22.png,path,31,23.14,38445,42.11874780217926,26439
hear_34.png,hear,18,87.98,51235,47.265596762679536,22293
night_83.png,night,27,70.08,83515,54.23196071426498,32493
tree_92.png,tree,41,39.52,59411,61.8216441875595,31529
horn_27.png,horn,19,39.28,21560,59.705782196218,11183
you_23.png,you,47,50.51,49867,61.42159503031507,27190
path_88.png,path,31,27.33,31353,72.22139208027522,29062
night_88.png,night,27,34.49,31283,52.2400973397038,15593
person_9.png,person,32,68.14,48472,72.10832426644951,29900
purple_63.png,purple,34,67.47,49011,45.785120077548726,16642
full_53.png,full,14,49.49,54512,76.15968738814924,30241
blue_94.png,blue,3,87.61,51032,64.16872577735114,21354
red_96.png,red,35,57.03,26827,48.932979901231455,15743
leaf_58.png,leaf,21,51.6,50081,68.51176543652561,23402
blood_27.png,blood,2,76.65,19410,9.69586633978052,13514
black_5.png,black,1,21.01,22069,80.35963011363047,17189
eye_13.png,eye,11,1.16,797,48.96448813578956,11559
water_26.png,water,43,63.29,42502,49.32960053709645,22219
stone_91.png,stone,38,6.44,7703,33.72732163096988,18342
path_39.png,path,31,24.37,38408,45.91825963402552,30903
path_64.png,path,31,46.02,50652,53.02078212591109,29024
blood_79.png,blood,2,51.95,19244,49.41456705417049,18447
stone_51.png,stone,38,7.79,7647,63.332638852297606,21189
blue_70.png,blue,3,71.65,55649,75.50948526336049,21970
yellow_18.png,yellow,46,78.44,18144,49.44463507298958,23704
sun_87.png,sun,39,89.39,66408,49.47631414094358,24677
nose_39.png,nose,28,22.95,16317,39.15259116068253,15409
grey_13.png,grey,16,11.34,10914,40.284324375358906,12053
full_65.png,full,14,26.57,60960,55.12175342867577,31082
knee_45.png,knee,20,15.19,5117,49.70947698436522,18927
blood_78.png,blood,2,36.95,13527,36.56321714428651,21994
bone_48.png,bone,4,24.52,19589,56.65110148809396,14387
tree_97.png,tree,41,47.74,56501,54.2300953705893,31443
one_84.png,one,29,37.74,21092,34.28655092327487,28305
blue_37.png,blue,3,56.5,47635,88.49496397961626,39458
full_3.png,full,14,58.76,71641,62.51855276197401,32486
I_38.png,I,0,15.08,20566,48.59560307680135,17789
fire_94.png,fire,12,43.92,39634,51.96717806239237,17684
night_59.png,night,27,55.47,43477,55.60301128887372,23085
come_44.png,come,6,4.41,8805,89.22865175275648,30302
blue_50.png,blue,3,73.68,50302,57.05680025611473,20672
star_25.png,star,37,49.5,51657,66.51213659272186,18143
eye_71.png,eye,11,0.68,475,49.18721288477045,6307
person_66.png,person,32,49.75,37514,60.315168144782064,14296
tooth_7.png,tooth,40,43.78,11352,66.8304586132608,13542
knee_92.png,knee,20,27.81,8476,23.187638967727057,10431
you_7.png,you,47,22.01,23727,55.57789097582767,23001
you_13.png,you,47,0.89,482,64.05722355860065,22746
night_54.png,night,27,68.26,39640,47.09603024264543,17985
path_96.png,path,31,31.67,43889,48.03887549283572,33244
drink_12.png,drink,9,84.31,63762,70.97783846013895,23365
hear_65.png,hear,18,22.67,13600,49.438130428108494,17189
orange_78.png,orange,30,114.12,52251,31.4450212258369,32864
you_32.png,you,47,3.74,6153,31.607007320246232,12749
tree_65.png,tree,41,48.48,63731,61.71500000233952,31274
yellow_5.png,yellow,46,70.36,35956,63.49833656917107,25953
mountain_7.png,mountain,24,55.33,34806,48.31053642839095,16503
ear_93.png,ear,10,52.0,21290,76.54045487281728,13948
I_54.png,I,0,55.19,61988,65.4550716185726,23234
red_31.png,red,35,72.45,23806,53.19128401943822,21897
leaf_52.png,leaf,21,97.51,41729,46.79842503796944,17301
two_72.png,two,42,18.59,33037,51.52851796633864,23124
sun_44.png,sun,39,36.23,21905,80.52242352638699,20048
mountain_19.png,mountain,24,12.17,20831,29.240453459926005,22550
pink_20.png,pink,33,75.7,43160,53.02571240947378,22503
fire_20.png,fire,12,74.87,28683,52.51719719799257,13865
orange_36.png,orange,30,127.5,58345,49.77108638374068,35864
pink_59.png,pink,33,43.65,42192,54.87733410789923,16337
star_78.png,star,37,0.27,360,53.00009430040062,14001
black_14.png,black,1,36.67,29304,57.460984910535295,19947
knee_34.png,knee,20,31.22,25268,47.88674408179608,19810
knee_28.png,knee,20,43.86,45028,62.843902104995216,19040
name_4.png,name,25,23.92,9830,46.24308086861332,13177
come_52.png,come,6,1.32,786,58.78167286329375,20655
drink_46.png,drink,9,52.61,25956,46.85430493806847,15449
pink_1.png,pink,33,82.39,56286,59.54274510265713,28230
yellow_96.png,yellow,46,86.46,47550,58.72860356355695,21574
mountain_81.png,mountain,24,71.13,38052,36.93779564137959,18308
fire_66.png,fire,12,60.35,30163,47.02865194126047,12022
fire_92.png,fire,12,62.88,36730,48.80260788540575,18525
we_94.png,we,44,41.29,26510,39.28259346720886,18748
we_43.png,we,44,17.98,33571,63.71250043402437,22518
knee_1.png,knee,20,32.12,23986,66.20382041476623,18468
night_57.png,night,27,46.45,45408,37.502605723380526,22736
grey_23.png,grey,16,0.73,701,52.539057452611054,8945
name_3.png,name,25,29.55,8776,49.91019293406464,16194
night_30.png,night,27,37.67,22392,38.69776829089984,13505
knee_4.png,knee,20,27.34,26625,47.10350087201456,15078
one_85.png,one,29,25.82,30378,50.75521408123601,22181
louse_28.png,louse,23,34.58,37427,41.30704174063387,17283
blue_7.png,blue,3,66.9,55278,41.875939644926845,20946
one_65.png,one,29,62.19,24575,54.90935442053117,21078
dog_11.png,dog,8,30.38,28258,48.75730557345443,13941
knee_43.png,knee,20,61.08,50693,56.41373032174606,17980
yellow_87.png,yellow,46,96.75,42418,60.69122237770975,21268
two_67.png,two,42,30.0,42457,57.238981593850106,27732
tree_5.png,tree,41,22.74,42854,64.94872572168842,28290
orange_38.png,orange,30,88.03,42111,45.382993220840326,21215
tree_32.png,tree,41,36.28,35442,69.97315172701757,23532
night_9.png,night,27,42.41,21513,60.34526099812828,17876
stone_65.png,stone,38,5.63,5886,44.15123123698928,21990
brown_72.png,brown,5,26.03,13725,35.06569869792035,22542
star_77.png,star,37,1.88,4447,96.76372019089644,32252
brown_94.png,brown,5,21.91,19018,56.83699026683652,21549
two_5.png,two,42,1.64,1263,54.603020908135846,23755
louse_27.png,louse,23,26.63,22308,37.65540181796097,17091
bone_95.png,bone,4,20.45,17407,87.91831161173015,18638
red_47.png,red,35,114.81,39959,70.86936333608637,23163
purple_61.png,purple,34,83.34,49531,43.32781294466382,23027
knee_42.png,knee,20,1.12,1046,38.23038486566237,12761
die_84.png,die,7,30.77,7014,21.44969096017268,9183
yellow_79.png,yellow,46,66.22,19952,60.44457993273112,24747
louse_58.png,louse,23,17.33,23365,46.56221463762221,29224
louse_23.png,louse,23,48.06,38319,32.518892700156954,15401
bone_13.png,bone,4,13.64,19013,67.2271175385506,25540
pink_25.png,pink,33,32.72,16572,45.060163467309096,13981
come_22.png,come,6,56.09,38049,47.41203276368448,21119
red_39.png,red,35,77.23,29038,46.8975563725662,23877
brown_38.png,brown,5,19.67,11544,33.21426446662843,8276
nose_83.png,nose,28,33.62,31574,47.43542955330612,21276
mountain_41.png,mountain,24,62.05,52351,60.5680342879246,21353
two_49.png,two,42,23.15,42347,50.72173471854808,23757
hand_59.png,hand,17,28.84,12480,53.181054593695805,14478
hear_18.png,hear,18,39.71,42902,70.36538707536225,33327
black_88.png,black,1,32.32,31260,71.9505841326806,14172
